BuildingType,PrimaryPropertyType,ZipCode,CouncilDistrictCode,Neighborhood,Latitude,Longitude,NumberofFloors,PropertyGFATotal,PropertyGFAParking,ENERGYSTARScore,SteamUse(kBtu),TotalGHGEmissions,BuildingAge
NonResidential,Other,98101.0,3,EAST,47.60989,-122.32659,7,267470,0,,18547858.0,1597.56,4
NonResidential,Hospital,98145.0,4,NORTHEAST,47.66201,-122.28386,8,330000,0,58.0,0.0,1789.69,3
NonResidential,Retail Store,98109.0,7,MAGNOLIA / QUEEN ANNE,47.62503,-122.35642,3,43832,0,67.0,0.0,144.41,98
NonResidential,Other,98116.0,1,SOUTHWEST,47.5596,-122.38459,6,146363,0,,0.0,325.94,29
NonResidential,Supermarket / Grocery Store,98116.0,1,SOUTHWEST,47.57984,-122.38577,1,67263,0,78.0,0.0,352.77,5
NonResidential,Large Office,98121.0,7,DOWNTOWN,47.61156,-122.34401,13,354086,149326,88.0,0.0,147.84,28
NonResidential,Worship Facility,98105.0,4,NORTHEAST,47.6709,-122.27054,2,70292,0,37.0,0.0,57.59,8
NonResidential,Other,98121.0,7,DOWNTOWN,47.61449,-122.33956,7,90679,35120,100.0,0.0,290.57,41
NonResidential,Laboratory,98109.0,7,LAKE UNION,47.62351,-122.34135,8,339591,114010,,0.0,1088.25,3
NonResidential,K-12 School,98122.0,3,EAST,47.61386,-122.32647,2,35780,0,22.0,0.0,51.59,2
NonResidential,Large Office,98119.0,7,MAGNOLIA / QUEEN ANNE,47.63449,-122.37661,3,105061,28217,100.0,0.0,9.5,3
NonResidential,Small- and Mid-Sized Office,98144.0,3,DOWNTOWN,47.59666,-122.31253,3,62662,14989,67.0,0.0,20.1,3
NonResidential,Hotel,98107.0,6,BALLARD,47.66629,-122.3826,4,62381,22948,62.0,0.0,24.38,3
NonResidential,Senior Care Community,98112.0,3,CENTRAL,47.61885,-122.30341,6,79805,0,25.0,0.0,184.81,3
NonResidential,K-12 School,98125.0,5,NORTHWEST,47.73143,-122.32784,2,48925,0,82.0,0.0,22.76,2
Nonresidential COS,Other,98109.0,7,MAGNOLIA / QUEEN ANNE,47.62082,-122.35251,1,29000,0,,0.0,54.98,54
NonResidential,Other,98105.0,4,NORTHEAST,47.66246,-122.29898,6,305025,239252,,0.0,809.76,3
NonResidential,Large Office,98134.0,2,GREATER DUWAMISH,47.58872,-122.33475,7,333714,146687,,0.0,42.2,2
NonResidential,Other,98134.0,2,GREATER DUWAMISH,47.5843,-122.32229,2,56988,0,,0.0,16.13,2
Campus,University,98108.0,2,GREATER DUWAMISH,47.54193,-122.32404,2,149856,0,,0.0,107.29,9
NonResidential,Other,98146.0,1,DELRIDGE,47.51377011,-122.3432804,2,44162,0,,0.0,38.13,6
Nonresidential COS,Other,98118.0,2,SOUTHEAST,47.52472,-122.27074,1,53775,0,,0.0,457.51,3
NonResidential,Small- and Mid-Sized Office,98122.0,3,EAST,47.61438,-122.32174,2,64820,0,,0.0,29.4,104
NonResidential,University,98122.0,3,EAST,47.61699,-122.32083,2,99765,0,,0.0,74.3,23
NonResidential,University,98122.0,3,EAST,47.61748356,-122.321853,3,428347,0,,13556219.0,1280.81,91
NonResidential,Hospital,98101.0,3,EAST,47.60986,-122.32774,8,374466,0,74.0,73885472.0,6330.91,96
NonResidential,Senior Care Community,98101.0,7,DOWNTOWN,47.60898,-122.34213,3,197395,156000,,0.0,58.28,27
NonResidential,Supermarket / Grocery Store,98107.0,6,BALLARD,47.67034,-122.3873,8,41198,0,44.0,0.0,82.58,6
Nonresidential COS,Other,98124.0,2,GREATER DUWAMISH,47.59523,-122.32334,1,20993,0,,0.0,10.8,2
NonResidential,Other,98108.0,2,SOUTHEAST,47.5626,-122.29396,0,40265,0,,0.0,51.39,7
Campus,University,98105.0,4,NORTHEAST,47.65644,-122.31041,0,9320156,0,,84985240.0,11140.56,116
NonResidential,University,98195.0,4,NORTHEAST,47.65395,-122.30584,4,58779,0,,0.0,25.93,47
NonResidential,Residence Hall,98105.0,4,NORTHEAST,47.65718,-122.31632,0,176225,0,91.0,0.0,103.65,5
NonResidential,University,98195.0,4,NORTHEAST,47.65356,-122.30613,6,203030,0,,0.0,199.48,18
NonResidential,Residence Hall,98195.0,4,NORTHEAST,47.65577,-122.3153,0,166991,0,19.0,0.0,437.2,63
NonResidential,Residence Hall,98195.0,4,NORTHEAST,47.65447,-122.31733,0,89392,0,16.0,0.0,48.53,46
NonResidential,Residence Hall,98195.0,4,NORTHEAST,47.65176,-122.30756,0,97040,0,69.0,0.0,62.41,5
NonResidential,Large Office,98109.0,7,LAKE UNION,47.62384,-122.33941,6,427181,0,99.0,0.0,213.7,2
NonResidential,Self-Storage Facility,98144.0,2,SOUTHEAST,47.57054,-122.29139,4,101580,14004,,0.0,9.91,2
NonResidential,Other,98105.0,4,NORTHEAST,47.66414,-122.31664,3,33648,0,,0.0,9.76,2
NonResidential,Small- and Mid-Sized Office,98122.0,3,EAST,47.61371,-122.31774,5,37873,0,,0.0,65.01,1
NonResidential,Large Office,98109.0,7,MAGNOLIA / QUEEN ANNE,47.62906,-122.34259,10,513816,0,,0.0,214.19,1
NonResidential,Hotel,98101.0,7,DOWNTOWN,47.61665,-122.33261,14,144614,0,89.0,0.0,50.32,1
NonResidential,Large Office,98109.0,7,LAKE UNION,47.62146,-122.33976,12,480702,163260,99.0,0.0,147.14,2
NonResidential,Mixed Use Property,98199.0,7,MAGNOLIA / QUEEN ANNE,47.66144,-122.38723,2,25532,0,,0.0,4.38,2
NonResidential,Other,98134.0,2,GREATER DUWAMISH,47.58542,-122.32185,2,108036,0,,0.0,91.98,1
NonResidential,Large Office,98109.0,7,LAKE UNION,47.62263,-122.33976,12,483397,166208,98.0,0.0,202.12,1
Nonresidential COS,Large Office,98109.0,7,LAKE UNION,47.62251,-122.3339,13,536697,197659,98.0,0.0,245.16,2
NonResidential,Hotel,98103.0,4,LAKE UNION,47.65476,-122.34732,4,126823,41539,72.0,0.0,131.02,2
NonResidential,Warehouse,98108.0,2,GREATER DUWAMISH,47.54425,-122.31776,1,52085,4222,37.0,0.0,157.7,61
NonResidential,Small- and Mid-Sized Office,98108.0,2,GREATER DUWAMISH,47.53161,-122.29944,2,24990,0,9.0,0.0,134.8,87
NonResidential,Other,98155.0,4,NORTHEAST,47.68109,-122.2618,1,72000,0,,0.0,67.65,3
NonResidential,K-12 School,98144.0,3,GREATER DUWAMISH,47.58831,-122.3065,3,45000,0,77.0,0.0,9.24,1
NonResidential,Mixed Use Property,98109.0,7,LAKE UNION,47.62497,-122.33883,6,345290,85028,,0.0,1000.06,1
Nonresidential COS,Mixed Use Property,,5,NORTH,47.70541,-122.32232,1,20616,0,,0.0,4.44,11
Nonresidential COS,Other,,3,CENTRAL,47.59905,-122.29787,1,11685,0,,0.0,29.18,3
Nonresidential COS,Other,,6,BALLARD,47.6933,-122.37717,1,11968,0,,0.0,23.0,6
Nonresidential COS,Other,,5,NORTH,47.72126,-122.29735,1,11285,0,,0.0,14.37,67
Nonresidential COS,Other,,6,BALLARD,47.67295,-122.39228,1,16795,0,,0.0,24.73,105
Nonresidential COS,Other,,6,BALLARD,47.67734,-122.37624,1,12769,0,,0.0,216.18,44
Nonresidential COS,Office,,7,MAGNOLIA / QUEEN ANNE,47.63572,-122.37525,1,13661,0,75.0,0.0,3.5,64
Nonresidential COS,Other,,3,EAST,47.63228,-122.31574,1,23445,0,,0.0,259.22,104
Nonresidential COS,Mixed Use Property,,3,CENTRAL,47.60775,-122.30225,1,20050,0,,0.0,60.81,22
Nonresidential COS,Office,,2,SOUTHEAST,47.5644,-122.27813,1,15398,0,93.0,0.0,7.79,56
Nonresidential COS,Other,,1,DELRIDGE,47.54067,-122.37441,1,18261,0,,0.0,20.33,34
Nonresidential COS,Office,,2,GREATER DUWAMISH,47.56722,-122.31154,1,12294,0,46.0,0.0,20.94,26
Nonresidential COS,Other,,2,DOWNTOWN,47.59625,-122.32283,1,16000,0,,0.0,32.17,12
Nonresidential COS,Other,,7,MAGNOLIA / QUEEN ANNE,47.63644,-122.35784,1,13157,0,,0.0,223.54,42
Nonresidential COS,Mixed Use Property,,1,GREATER DUWAMISH,47.52832,-122.32431,1,14101,0,,0.0,22.11,27
Nonresidential COS,Mixed Use Property,,2,GREATER DUWAMISH,47.53939,-122.29536,1,18258,0,,0.0,41.27,78
